Lat	Lon	Area_ha	S	N	min_DBH_cm	Tree_def	Notes	Numerical_ID	Plot_ID	Dataset	Ref_short	Ref_long
-11.89	-71.36	2	186	1637	10	trees and palms	NA	90	AGJ-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.72	-70.31	1	291	826	10	trees and palms	NA	91	AGP-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.72	-70.3	1	292	877	10	trees and palms	NA	92	AGP-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-9.6	-55.94	1	143	569	10	trees and palms	NA	93	ALF-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-9.58	-55.92	1	108	584	10	trees and palms	NA	94	ALF-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.8	-71.47	2	329	1754	10	trees and palms	NA	95	ALM-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.43	1	323	752	10	trees and palms	NA	96	ALP-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.44	1	333	792	10	trees and palms	NA	97	ALP-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.96	-73.44	0.1	50	65	10	trees and palms	NA	98	ALP-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.44	0.1	56	64	10	trees and palms	NA	99	ALP-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.41	0.1	73	93	10	trees and palms	NA	100	ALP-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.94	-73.43	0.1	66	86	10	trees and palms	NA	101	ALP-16	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.94	-73.43	0.1	46	106	10	trees and palms	NA	102	ALP-17	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.43	0.1	42	75	10	trees and palms	NA	103	ALP-18	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.96	-73.44	0.1	65	94	10	trees and palms	NA	104	ALP-19	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.96	-73.43	0.1	48	63	10	trees and palms	NA	105	ALP-20	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.42	0.1	38	63	10	trees and palms	NA	106	ALP-23	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.96	-73.43	0.1	27	44	10	trees and palms	NA	107	ALP-24	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.44	0.1	31	46	10	trees and palms	NA	108	ALP-25	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.41	0.1	14	65	10	trees and palms	NA	109	ALP-26	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.95	-73.43	1	112	560	10	trees and palms	NA	110	ALP-30	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-3.94	-73.44	1	43	1270	10	trees and palms	NA	111	ALP-40	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
5.58	-77.5	1	106	472	10	trees and palms	NA	112	AMA-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.83	-46.75	1	138	536	10	trees and palms	NA	113	AMD-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-1.83	-46.75	1	121	453	10	trees and palms	NA	114	AMD-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-13.58	-68.76	0.1	54	81	10	trees and palms	NA	115	AMI-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-13.58	-68.76	0.1	47	85	10	trees and palms	NA	116	AMI-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
3.77	-76.87	0.1	34	96	10	trees and palms	NA	117	ANC-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-0.41	-72.33	0.1	42	89	10	trees and palms	NA	118	ARC-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-0.41	-72.31	0.04	16	66	10	trees and palms	NA	119	ARC-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.46	-71.01	0.25	44	133	10	trees and palms	NA	120	BAC-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.46	-71.01	0.25	34	124	10	trees and palms	NA	121	BAC-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.46	-71.01	0.25	22	91	10	trees and palms	NA	122	BAC-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.46	-71.01	0.25	29	108	10	trees and palms	NA	123	BAC-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.47	-71.02	0.25	33	135	10	trees and palms	NA	124	BAC-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
7.47	-71.02	0.25	30	87	10	trees and palms	NA	125	BAC-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-11.9	-71.42	1	209	816	10	trees and palms	NA	126	BAR-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.93	-55.22	1	123	635	10	trees and palms	NA	127	BBS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.93	-55.19	1	113	569	10	trees and palms	NA	128	BBS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.95	-55.19	1	104	630	10	trees and palms	NA	129	BBS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.97	-55.18	1	98	465	10	trees and palms	NA	130	BBS-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.99	-55.2	1	112	515	10	trees and palms	NA	131	BBS-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.94	-55.18	1	106	544	10	trees and palms	NA	132	BBS-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.92	-55.13	1	104	458	10	trees and palms	NA	133	BBS-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.93	-55.14	1	97	555	10	trees and palms	NA	134	BBS-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
4.95	-55.19	1	91	622	10	trees and palms	NA	135	BBS-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
3.97	-77.07	0.1	65	94	10	trees and palms	NA	136	BCA-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
11.14	-73.47	0.1	26	63	10	trees and palms	NA	137	BCU-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.34	-60.1	2	383	1689	10	trees and palms	NA	138	BDF-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.42	-59.85	1	298	793	10	trees and palms	NA	139	BDF-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.43	-59.85	1	316	934	10	trees and palms	NA	140	BDF-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.43	-59.85	1	296	848	10	trees and palms	NA	141	BDF-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.41	-59.86	3	487	2549	10	trees and palms	NA	142	BDF-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.4	-59.9	1	302	862	10	trees and palms	NA	143	BDF-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.4	-59.9	1	264	831	10	trees and palms	NA	144	BDF-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.4	-59.85	1	290	759	10	trees and palms	NA	145	BDF-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.39	-59.86	2	461	1670	10	trees and palms	NA	146	BDF-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.38	-59.85	3	505	2203	10	trees and palms	NA	147	BDF-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.39	-59.85	2	438	1492	10	trees and palms	NA	148	BDF-12	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.4	-59.91	9	637	6527	10	trees and palms	NA	149	BDF-13	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.36	-59.97	1	296	827	10	trees and palms	NA	150	BDF-14	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-16.53	-64.58	1	93	669	10	trees and palms	NA	151	BEE-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-16.53	-64.58	1	82	618	10	trees and palms	NA	152	BEE-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
0.61	-79.86	0.1	34	76	10	trees and palms	NA	153	BLS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.64	-60.16	1	153	720	10	trees and palms	NA	154	BNT-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.64	-60.15	1	154	815	10	trees and palms	NA	155	BNT-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.63	-60.15	1	154	785	10	trees and palms	NA	156	BNT-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.63	-60.17	1	135	632	10	trees and palms	NA	157	BNT-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.63	-60.17	1	131	622	10	trees and palms	NA	158	BNT-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-2.63	-60.17	1	143	697	10	trees and palms	NA	159	BNT-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-0.7	-76.48	1	242	743	10	trees and palms	NA	160	BOG-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-0.7	-76.47	1	272	930	10	trees and palms	NA	161	BOG-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
2.83	-65.9	0.1	37	96	10	trees and palms	NA	162	BRP-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-4.24	-73.2	0.5	39	435	10	trees and palms	NA	163	BVA-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.04	-69.11	0.1	31	53	10	trees and palms	NA	164	CAG-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.04	-69.1	0.1	32	76	10	trees and palms	NA	165	CAG-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.03	-69.1	0.1	25	78	10	trees and palms	NA	166	CAG-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.03	-69.1	0.1	38	51	10	trees and palms	NA	167	CAG-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.11	-69.14	0.1	43	58	10	trees and palms	NA	168	CAG-05	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.1	-69.18	0.1	24	51	10	trees and palms	NA	169	CAG-06	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.17	-69.14	0.1	31	48	10	trees and palms	NA	170	CAG-07	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.18	-69.13	0.1	42	62	10	trees and palms	NA	171	CAG-08	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.13	-69.11	0.1	33	54	10	trees and palms	NA	172	CAG-09	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.17	-69.05	0.1	26	75	10	trees and palms	NA	173	CAG-10	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
-12.18	-69.05	0.1	21	57	10	trees and palms	NA	174	CAG-11	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
8.7	-70.07	0.25	40	204	10	trees and palms	NA	175	CAI-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
8.7	-70.07	0.25	40	112	10	trees and palms	NA	176	CAI-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
8.7	-70.07	0.25	41	142	10	trees and palms	NA	177	CAI-04	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
2.03	-66.47	1	105	629	10	trees and palms	NA	178	CAS-01	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
2.32	-66.48	1	73	672	10	trees and palms	NA	179	CAS-02	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
1.92	-66.62	1	69	594	10	trees and palms	NA	180	CAS-03	CoelhodeSouza_Amazon	Coelho de Souza et al. 2016	Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587.
