"Dataset","Loc_ID","Lat","Lon","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK","DAT_TYPE"
"GlobalTreeDatabase","Chad",15.3611,18.6646,1271861.41,243,4465306291.7,0,9343.02,10382.74,26.928,31.19,56.26,0.16,141.51,3349,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Comoros",-11.6663,43.3416,1724.22,140,27434285.5,0,43213.9,39065.98,21.675,22.95,68.75,217.5,54.5,2369,1,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Colombia",3.9004,-73.072,1135676.05,5801,48205944608.25,0,21819.29,12777.02,24.578,25.23,81.25,323.56,41.94,5799,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Costa Rica",9.9704,-84.1882,51064.69,2605,1724889290.62,0,26331.01,14396.38,23.489,24.44,77.41,233.95,57.58,3829,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Central African Republic",6.5715,20.4828,618575.65,958,22817193205.36,0,14999.4,10151.76,24.902,26.46,68.08,36.92,76.49,1064,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Cuba",21.6108,-78.9659,109891.85,1341,2063685812.12,0,25984.76,14418.97,25.025,27.18,64.26,109.64,59.46,2014,1,"Mangroves","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Cape Verde",15.0718,-23.6351,3525.22,16,15629627.57,0,36775.98,36922.06,21.645,23.72,56.45,0.18,148.45,2726,1,"Tropical and Subtropical Dry Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Cyprus",35.043,33.2186,9258.2,40,71218815.05,0,20805.62,13946.64,17.791,25.31,40.34,9.12,92,1969,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Denmark",56.0365,9.3165,42960.55,41,464392044.68,0,18963.15,13429.48,7.777,15.38,26.01,121.87,23.06,220,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Djibouti",11.7498,42.5779,21434.64,103,1299423.29,0,40796.55,41033.07,28.008,32.62,46.21,23.03,53.69,2182,0,"Deserts and Xeric Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Dominica",15.4366,-61.3555,764.97,314,18254484,0,40915.05,27407.33,23.9,24.9,73.5,359,31.5,1428,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Dominican Republic",18.8964,-70.4896,48417.94,1034,989313311.06,0,28189.5,16414.84,24.005,25.41,74.03,173.6,42.64,3152,1,"Tropical and Subtropical Coniferous Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Ecuador",-1.4487,-78.386,255846.23,3616,9585907641.12,0,23011.36,18476.47,20.935,21.56,83.25,303.57,48.78,6313,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Egypt",26.4939,29.8719,998440.4,52,67323955.99,0,29605.65,24075.66,21.98,28.71,47.93,0.01,45.12,2770,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Ireland",53.1742,-8.1454,69700.51,36,1010026615.34,0,17784.74,8141.66,9.187,13.9,40.47,206.32,21.06,1051,1,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Equatorial Guinea",1.5679,10.476,26941.63,711,1568713107,0,23167.71,14457.78,23.057,23.82,76.99,176.51,57.17,2868,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Estonia",58.6892,25.8322,45978.73,40,3269178435.38,0,14294.86,9179.13,5.142,15.89,21.79,96.48,30.98,332,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Eritrea",15.3562,38.8443,121035.61,167,303597818.93,0,16574.46,16751.12,26.177,29.18,62.85,20.56,93.51,3374,0,"Montane Grasslands and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","El Salvador",13.7367,-88.8667,20584.9,824,391344398.5,0,24233.84,16403.1,24.358,25.52,75.65,14.37,91.87,2743,0,"Tropical and Subtropical Coniferous Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Ethiopia",8.6261,39.616,1127530.81,608,13085643681.68,0,12485.12,9474.55,22.715,24.31,72.69,32.94,92.22,4681,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Austria",47.593,14.14,83957.51,84,4254451510.56,0,12449.58,6599.9,5.745,14.33,31.66,180.78,30.39,3633,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Czech Republic",49.743,15.3383,78752.07,83,3025108268.5,0,12616.9,6622.34,7.354,16.11,30.08,106.23,36.3,1461,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","French Guiana",3.9244,-53.2413,83625.38,1748,4766178755,0,24891.17,12715.29,25.412,26.05,75.86,260.61,45.73,864,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Finland",64.5191,26.2908,335094.5,35,51786885616.04,0,10975.19,6749.86,1.297,13.41,22.88,88.31,32.61,1360,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","France",46.6315,2.4556,548163.28,123,15763594518.26,0,15963.72,8406.33,10.471,17.55,36.33,167.68,16.18,4862,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Gambia",13.4529,-15.3856,10715.6,182,40218845.59,0,13348.31,11879.78,27.209,29.4,61.2,0,137.51,118,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Gabon",-0.5906,11.7988,260691.68,1662,12865468753.5,0,22801.79,14281.94,24.498,25.47,73.31,58.67,64.27,1142,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Georgia",42.1763,43.5176,69945.06,115,3155176582.27,0,13578.25,8665.51,7.727,16.64,34,159.81,31.74,5062,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Ghana",7.9596,-1.207,239032.76,896,4235443764.68,0,16119.88,12978.93,26.932,28.7,68.53,60.8,69.11,969,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Greenland",74.7464,-41.4589,2161188.23,4,578269892.97,0,32126.17,30697.82,-17.09,-3.2,15.49,138.34,22.48,1242,1,"Rock and Ice","Nearctic","Nearctic","Country"
"GlobalTreeDatabase","Germany",51.0909,10.3809,357575.3,97,12639413372.13,0,14570.92,8405.48,8.392,16.46,31.1,141.12,20.55,2934,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Greece",39.4772,22.5896,131757.39,142,3618197439.54,0,17848.87,12405.27,14.04,22.39,34.09,60.65,51.44,2983,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Guatemala",15.7023,-90.3569,108992.64,1810,4494296360.5,0,24349.66,12375.82,22.905,24.32,68.16,127.8,67.38,4240,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Guinea",10.4385,-10.9418,245062.84,723,8413251846.5,0,11735.73,10741.09,25.671,28.05,62.7,21.89,96.43,1814,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Guyana",4.7917,-58.9743,210679.98,2181,11012256899.62,0,23720.72,11636.86,26.003,26.77,79.64,254.84,51.35,2313,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Haiti",18.9345,-72.6691,27257.99,1063,139776666.3,0,26254.97,16873.54,23.903,25.19,72.77,145.73,51.6,2701,1,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Honduras",14.8171,-86.6194,112410.59,1590,4457339911.62,0,26034.8,12206.09,23.646,25.13,67.59,129.91,59.31,2874,0,"Tropical and Subtropical Coniferous Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Croatia",45.147,16.4237,56203.84,105,2670036999.12,0,15258.58,9277.32,10.94,19.7,31.12,182.58,23.74,1934,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Hungary",47.1665,19.4135,92988.92,113,1341539221.78,0,11981.78,7544.14,10.381,19.87,30.23,100.89,27.29,1042,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Iceland",64.9977,-18.6057,102950.01,6,1330389795.57,0,19242.94,19101.86,1.202,6.77,32.44,222.97,18.58,2102,1,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","India",22.9091,79.587,3153189.84,2541,35358035558.32,0,11094.86,8688.71,23.947,29.46,44.15,23.92,114.74,8333,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Country"
"GlobalTreeDatabase","Iran (Islamic Republic of)",32.5711,54.3,1623443.8,128,2602801641.32,0,16846.35,16975.21,16.957,27.25,38,5.91,85.24,5722,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Israel",31.3581,34.966,20712.22,40,8806091.05,0,24056.75,21457.28,19.992,26.24,44.4,0,102.22,1616,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Italy",43.5271,12.1567,300510.85,151,11002849166.9,0,19676.79,12317.38,12.153,20.17,31.02,126.4,32.44,4379,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Cote d'Ivoire",7.6349,-5.5571,321362.01,1063,6816872779.94,0,16860.79,11778.45,26.268,27.8,69.4,73.43,67.37,1441,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Iraq",33.048,43.7722,436281.18,32,569780366.73,0,20223.93,20575.57,21.454,32.24,37.68,0.1,87.51,3561,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Japan",36.6419,137.9739,372816,550,20974982299.15,0,23079.54,15564.94,10.614,21.38,25.68,234.29,38.1,3879,1,"Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","Jamaica",18.1513,-77.3198,11038.42,763,377732490.5,0,37462.99,21036.84,24.076,25.18,68.97,212.43,47.76,2261,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Jordan",31.2534,36.7869,89199.69,22,3081022.87,0,31650.3,31771.4,18.324,26.34,42.95,0,84.03,2266,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Kenya",0.5307,37.8567,581883.93,1108,2842062817.16,0,10857.3,8517.35,24.237,25.47,78.68,46.86,84.24,5203,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Kyrgyzstan",41.4649,74.5555,199584.91,58,1464150252.68,0,12692.72,12011.6,1.037,13.39,26.87,42.73,54.04,6204,0,"Temperate Grasslands, Savannas and Shrublands","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","Korea, Democratic People's Republic of",40.1431,127.1816,122293.27,117,6066481731.14,0,12413.11,6822.06,5.782,19.23,26.07,49.45,94.19,2653,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","Korea, Republic of",36.4488,127.8685,97980.47,184,4297766134.88,0,23697.12,16479.74,11.238,22.81,28.23,99.89,76.93,1987,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","Kuwait",29.3213,47.5625,16811.91,3,76713.06,0,34227.06,35005.84,24.757,35.15,36.83,0.13,89.4,344,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Kazakhstan",48.1603,67.3029,2723396.84,82,8690001032.13,0,6041.07,5702.29,5.675,21.56,23.65,37.23,33.45,5186,0,"Deserts and Xeric Shrublands","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","Lao People's Democratic Republic",18.5025,103.7634,229922.03,1017,9825318135.62,0,23830.87,11401.2,22.853,25.47,53.49,40.13,93.07,2836,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Country"
"GlobalTreeDatabase","Lebanon",33.9204,35.8881,10215.12,51,30533553.13,0,19557.79,16200.73,14.792,22.05,37.08,2.78,95.92,3132,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Latvia",56.8577,24.9292,64630.4,38,4153742907,0,11763.51,5812.03,5.666,15.98,23.05,100.66,30.25,327,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Belarus",53.5402,28.047,207723.73,39,9015036715.88,0,10082.35,4901.24,6.212,17.08,24.63,100.16,32.13,347,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Lithuania",55.3356,23.9024,65047.87,34,2462128363.41,0,10422.01,4795,6.181,16.18,25.32,103.67,29.15,330,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Liberia",6.4481,-9.3078,96025.98,796,3160928403,0,22207.97,11074.52,25.596,26.46,76.63,211.43,57.52,1458,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Slovakia",48.7074,19.4915,48935.97,77,2153759178.62,0,12692.94,6459.37,7.672,16.89,30.44,121.94,32.33,2521,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Libyan Arab Jamahiriya",27.044,18.0232,1617603.4,32,28242343.7,0,28912.4,29063.37,21.672,28.9,45.98,0.2,49.7,2434,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Madagascar",-19.3779,46.7039,592995.33,3197,21829304419.88,0,19305.27,9318.57,22.871,25.1,65.46,66.04,96.16,2957,1,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Martinique",14.6528,-61.0215,1150.28,372,28903140,0,44219.7,34602.81,24.8,25.7,72,303.33,38,1404,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Mongolia",46.8352,103.083,1562957.09,59,10610566234.41,0,8019.83,7871.99,-0.107,16.39,26.85,6.22,105.22,3688,0,"Temperate Grasslands, Savannas and Shrublands","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","The former Yugoslav Republic of Macedonia",41.5997,21.6981,25484.05,91,776844188.31,0,12205.36,7440.88,9.763,18.61,33.73,119.42,21.19,2601,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Mali",17.3504,-3.5243,1252274.75,276,2552025505.63,0,11670.59,13017.65,28.26,33.52,52.39,0.37,131.38,1274,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Morocco",31.8836,-6.3178,403238.02,91,569568353.12,0,17792.27,15688.36,17.078,24.92,43.21,13.75,62.63,4247,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Mauritius",-20.2814,57.5641,2172.19,267,30940196.25,0,31325.06,22696.88,22.471,25.03,54.43,196.86,50.57,860,1,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Mauritania",20.26,-10.3311,1038464.86,66,113083928.34,0,16014.9,18141.31,27.655,33.66,50.34,0.68,117.51,961,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Oman",20.5741,56.1033,308799.5,73,9085309.85,0,29679.87,29520.67,26.309,31.05,46.86,3.13,95.47,3051,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Mexico",23.944,-102.5132,1957521.75,3387,57101204561.87,0,14166.49,9218.36,20.369,24.82,58.63,41.26,85.34,5669,0,"Deserts and Xeric Shrublands","Nearctic","Neotropic","Country"
"GlobalTreeDatabase","Malaysia",3.6152,114.7326,328853.23,5041,14001980570,0,25697.72,14424.52,25.494,25.93,87.03,537,26.18,4172,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Country"
"GlobalTreeDatabase","Mozambique",-17.2587,35.5516,786425.35,1115,25011521014.36,0,15122.5,10693.28,23.949,26.4,61.79,30.38,95.78,2353,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Malawi",-13.2155,34.3069,118524.44,724,3123801541.48,0,15588.36,11554.93,22.014,24.43,57.6,14.52,105.2,2960,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","New Caledonia",-21.3295,165.4866,19231.12,1494,774189373.75,0,30618.34,19704.83,21.88,24.68,53.8,218.8,43.92,1666,1,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Country"
"GlobalTreeDatabase","Niger",17.4263,9.3977,1182009.58,120,200978658.4,0,11384.42,15158.55,27.106,32.33,51.72,0.03,144.34,1849,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Belgium",50.643,4.6643,30641.09,49,823211682.45,0,18874.64,12502.21,9.478,16.39,33.16,184.38,11.49,907,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Hong Kong",22.4152,114.1447,1055.04,34,8229188.5,0,41213.33,36742.77,22.1,27.55,31.5,88.5,76.5,1021,0,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Country"
"GlobalTreeDatabase","Faroe Islands",62.128,-6.9801,1599.57,3,179107276,0,32279.92,29222.04,5.733,9.43,35.44,225.44,29.22,872,1,"Temperate Grasslands, Savannas and Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Andorra",42.5486,1.5757,509.26,29,33953536,0,11832.42,7542.11,3.6,10.9,32,292,12,2188,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Isle of Man",54.2288,-4.5265,622.48,2,15820942.5,0,21451.36,11757.8,8,13.3,36,186.33,23.67,624,1,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Luxembourg",49.771,6.0875,2583.18,36,84983496.75,0,15379.19,8605.49,8.655,16.17,32.09,183.73,11.18,439,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Palestine",31.9464,35.2564,6266.15,24,2823435.91,0,18046.5,15048.69,19.42,25.75,44.95,0,108.05,1446,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Montenegro",42.7922,19.254,13787.49,89,716689564,0,15084.39,8909.53,8.652,16.83,31.59,222.59,22.39,2540,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Mayotte",-12.8197,45.1348,449.43,90,9602980.75,0,45380.59,37803.12,25.3,26.55,64.5,52.5,88.5,657,1,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Vanuatu",-15.2351,166.8497,12697.74,317,391661919.12,0,40985.98,32744.29,23.632,25.02,65.53,403.45,35.58,1896,1,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Country"
"GlobalTreeDatabase","Nigeria",9.5952,8.1056,908616.8,1271,10354896649.91,0,10573.91,9445.43,26.409,29.03,62.4,19.87,100.7,2485,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Netherlands",52.2505,5.6543,35786.06,42,496597209.32,0,22344.4,16069.31,9.267,16.08,32.18,150.9,16.64,395,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Norway",64.2166,13.959,321797.64,47,27239458410.01,0,11640.12,9623.53,1.113,10.09,25.66,171.14,27.63,2533,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Nepal",28.253,83.9385,147199.13,600,3584783811.44,0,15424.23,10875.02,14.053,19.22,44.53,45.89,100.07,8447,0,"Tropical and Subtropical Coniferous Forests","Indo-Malay","Indo-Malay","Country"
"GlobalTreeDatabase","Suriname",4.1267,-55.9116,145018.23,1542,7711535594.25,0,25425.74,13086.85,26.315,27.24,77.37,221.03,49.08,1263,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Nicaragua",12.8398,-85.0349,128178.98,1525,3739020222.66,0,23384.94,13075.62,25.062,26.05,71.65,131.3,66.24,2134,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","New Zealand",-43.9883,170.5128,269151.7,209,13505900014.44,0,22193.79,11317.28,10.236,14.75,46.34,343.16,15.53,3234,1,"Temperate Grasslands, Savannas and Shrublands","Australasia","Australasia","Country"
"GlobalTreeDatabase","Paraguay",-23.2361,-58.391,398816.42,707,19195658385.88,0,14647.13,8283.56,23.407,27.27,56.3,133.24,43.34,849,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Peru",-9.1638,-74.3754,1290869.11,4477,43607506759.78,0,24764.32,13016.05,19.189,20.15,78.44,216.83,56.75,6749,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Pakistan",29.9671,69.3859,876559.77,229,1142654680.63,0,16974.33,16630.97,20.105,28.89,39.47,19.35,87.61,8157,0,"Deserts and Xeric Shrublands","Palearctic","Indo-Malay","Country"
"GlobalTreeDatabase","Poland",52.1247,19.4009,311694.94,58,9726346510.75,0,11214.71,5610.43,7.617,17.18,26.5,90.83,34.82,2358,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Panama",8.5139,-80.0939,74532.24,2684,2611576940.69,0,24237.32,15284.26,25.008,25.74,76.85,138.56,59.35,3501,0,"Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Portugal",39.692,-7.9624,91523.07,95,3803950998.78,0,16771.87,8744.9,14.953,21.33,39.99,54.43,55.8,2347,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Papua New Guinea",-6.6195,144.2671,463546.31,2600,20513706176.88,0,31306.5,15011.99,23.714,24.27,83.34,524.89,28.68,4538,1,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Country"
"GlobalTreeDatabase","Guinea-Bissau",12.0504,-14.9288,33969.03,319,849471417.25,0,15875.4,15010.87,26.602,28.46,59.69,0.15,127.07,286,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Reunion",-21.1216,55.5382,2645.02,143,105937496,0,37497.02,28465.2,19.011,21.72,52.33,171.78,51.67,3063,1,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Romania",45.8436,24.9692,237375.9,92,6495985629.72,0,11727.86,5911.08,9.002,18.63,30.07,104.68,35.03,2551,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Republic of Moldova",47.1933,28.4743,33693.79,42,189879403.41,0,8947.59,5255.61,9.341,19.86,26.81,97.92,35.19,444,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Philippines",15.9454,121.4288,294712.57,2224,5430128055.64,0,29925.47,17282.07,25.419,26.33,75.12,268.13,50.01,3029,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Country"
"GlobalTreeDatabase","Puerto Rico",18.2232,-66.481,9246.5,632,187538035.84,0,35404.83,23653.65,24.096,25.42,74,240.96,35.92,1339,1,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Country"
"GlobalTreeDatabase","Russia",61.6374,99.0169,16944700.99,203,1165989862393.64,0,7878.99,5768.41,-6.288,12.13,19.35,52.48,49.53,5848,0,"Boreal Forests/Taiga","Palearctic","Eastern Palearctic","Country"
"GlobalTreeDatabase","Rwanda",-1.998,29.9172,25143.37,383,337785346.38,0,19597.43,11190.21,18.969,19.3,85.47,72.48,50.85,3545,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Saudi Arabia",24.0255,44.5864,1954760.34,82,2589792.27,0,35582.89,35778.55,24.568,32.2,44.39,1.73,97.67,3067,0,"Deserts and Xeric Shrublands","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","South Africa",-29.0076,25.1661,1220281.07,953,18824961354.4,0,8629.75,5098.67,17.222,22.28,54.52,34.44,60.54,3642,0,"Deserts and Xeric Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Lesotho",-29.581,28.2428,30539.1,55,761398317.19,0,8201.92,3289.17,11.552,16.33,52.11,46.81,60.19,2103,0,"Montane Grasslands and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Botswana",-22.182,23.8151,578326.61,299,8077879196.06,0,6409.77,4489.42,20.815,25.22,55.58,3.73,91.43,1019,0,"Deserts and Xeric Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Senegal",14.367,-14.4682,196061.38,349,1326209703.37,0,9496.98,10095.88,27.635,30.41,60.65,0.41,136.54,672,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Country"
"GlobalTreeDatabase","Slovenia",46.1236,14.8271,20410.43,78,1946751924.25,0,14872.32,7819.32,8.736,17.58,30.61,208.71,21.62,2860,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Country"
"GlobalTreeDatabase","Sierra Leone",8.5692,-11.7843,72497.69,702,2114286516,0,18136.32,13027.22,26.053,27.5,66.61,54.96,81.65,1961,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Country"
