"Dataset","Loc_ID","Lat","Lon","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ISLAND","HABITAT","REALM","REALM_PK","DAT_TYPE"
"CSIRO_Queensland","12 (EP34) Russell River",-17.42,145.767,0.005,99,288,10,32394,13719.6669921875,22.5,25.4,55,237,73,163,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CSIRO_Queensland","13 (EP35) Whyanbeel",-16.35,145.033,0.005,89,475,10,13415,6150.33349609375,23.4,25.9,60,61,94,182,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Australasia","Australasia","Plot"
"CSIRO_Queensland","14 (EP37) Eungella",-21.15,148.55,0.005,48,417,10,19772,15355.3330078125,21.8,25.8,51,68,84,94,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CSIRO_Queensland","15 (EP38) The Crater",-17.417,145.417,0.005,95,365,10,17894,9500.5,19.9,22.9,56,78,82,74,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CSIRO_Queensland","16 (EP40) Agapetes ScA",-16.28,145.1,0.005,86,485,10,29378,14008.9169921875,21.4,24,59,69,90,192,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CSIRO_Queensland","17 (EP41) Oliver Creek",-16.133,145.433,0.005,85,359,10,31321,13816,24.2,26.5,59,98,90,422,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CSIRO_Queensland","18 (EP42) Iron Range",-12.733,143.25,0.005,84,221,10,28597,14116.1669921875,25.7,27.4,62,50,93,70,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Australasia","Australasia","Plot"
"CSIRO_Queensland","19 (EP43) Mount Baldy",-17.316,145.433,0.005,118,375,10,29572,12355.4169921875,19.5,22.5,56,80,81,333,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"CSIRO_Queensland","20 (EP44) Fantail LA",-16.217,145.067,0.005,89,438,10,29404,14376.1669921875,20.8,23.4,59,68,90,71,0,"Tropical and Subtropical Moist Broadleaf Forests","Australasia","Australasia","Plot"
"IT_NFI","IT7704",46.514,10.732,0.00053,1,14,5,8465,2638.58325195312,3.3,10.9,30,97,41,326,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT11234",46.406,10.761,0.00053,2,26,5,7425,2642,1.6,8.8,28,117,37,597,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT156633",42.771,13.283,0.00053,7,113,5,15711,7808.16650390625,10.1,18.5,29,170,21,417,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT190289",41.627,14.288,0.00053,2,8,5,15589,6067.75,10.1,18.2,29,129,25,94,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT238941",40.322,15.794,0.00053,3,45,5,17775,5531.33349609375,12.3,20,29,86,38,328,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT65581",45.255,8.936,0.00053,5,53,5,11019,7325.5,12.9,22,30,194,23,17,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT159960",42.654,13.489,0.00053,4,44,5,15360,6181.66650390625,10.4,18.8,30,178,20,395,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT114411",44.211,10.363,0.00053,1,104,5,15700,6507.58349609375,7.1,15,24,177,22,225,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT174730",42.104,12.428,0.00053,5,42,5,21394,6414.08349609375,14.5,22.4,36,112,34,96,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT280358",37.935,14.579,0.00053,3,14,5,24292,7050.58349609375,13.3,21.3,28,41,52,244,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT187549",41.708,13.966,0.00053,6,47,5,13060,6234.66650390625,6.5,14.5,25,157,22,233,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT188302",41.69,15.563,0.00053,4,18,5,15513,4300.66650390625,12.6,20.7,28,103,21,353,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT59384",45.39,7.778,0.00053,6,10,5,16634,5620.91650390625,10.7,19.5,30,135,27,67,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT149943",42.996,13.237,0.00053,2,49,5,12292,4681,7.6,15.7,25,163,22,344,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT232804",40.475,16.061,0.00053,2,70,5,12018,4016.25,10.7,18.6,28,98,33,129,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT122886",43.932,11.767,0.00053,2,55,5,16496,6401,9.7,18,27,172,22,266,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT189377",41.654,13.929,0.00053,1,54,5,16261,5551.25,7.5,15.5,27,148,24,218,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT141341",43.284,12.797,0.00053,7,110,5,15848,6548.16650390625,10.7,19.1,27,204,18,321,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT190843",41.609,14.024,0.00053,4,207,5,18224,8928.3330078125,10.9,18.9,31,130,29,275,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT216916",40.826,15.108,0.00053,2,4,5,16145,7159.91650390625,9.1,17.2,25,95,32,245,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT280353",37.935,14.522,0.00053,4,36,5,23636,7002.5,11.5,19.8,26,48,48,218,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT146098",43.122,12.735,0.00053,5,81,5,15477,6656.83349609375,11.6,20,28,194,19,168,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT252170",39.862,9.39,0.00053,2,95,5,33901,9925.6669921875,10.8,18.9,29,66,49,275,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT267335",39.106,16.579,0.00053,2,87,5,22263,6466.16650390625,9,16.5,27,89,45,235,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT38925",45.785,11.308,0.00053,3,52,5,11272,3157.08325195312,7.8,16.5,29,113,31,512,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT130360",43.653,10.32,0.00053,3,12,5,20385,10136.5,14.7,22,37,114,36,16,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT181597",41.87,13.307,0.00053,2,7,5,16816,6474.41650390625,10.3,18.4,32,150,27,422,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT58039",45.426,11.507,0.00053,4,232,5,12347,5234.41650390625,11.9,21.2,28,177,16,189,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT179792",41.924,14.068,0.00053,1,94,5,10432,4178.66650390625,6.2,14.2,25,168,20,331,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT185906",41.753,13.498,0.00053,1,122,5,15953,5257.66650390625,6.8,14.7,26,158,24,284,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT18325",46.208,11.726,0.00053,2,17,5,8113,2835.41674804688,2.6,9.9,29,116,40,301,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT157189",42.753,13.393,0.00053,6,95,5,16095,6560.5,11.2,19.6,30,176,19,300,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT172671",42.185,14.159,0.00053,3,36,5,19334,5545.16650390625,11.3,19.5,31,149,22,284,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT281733",37.89,14.737,0.00053,1,1,5,15617,3690.91674804688,11.9,20,27,48,49,209,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT9577",46.46,12.439,0.00053,2,31,5,12406,4964.41650390625,7.8,16.6,33,135,33,335,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT186085",41.753,15.65,0.00053,5,90,5,16013,6919.25,10.9,19,25,118,19,180,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT134713",43.509,12.625,0.00053,5,122,5,17300,6641.58349609375,10.8,19.2,27,202,18,560,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT187551",41.708,13.99,0.00053,1,21,5,17071,6253.91650390625,7.9,15.9,27,148,23,205,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT29384",45.956,9.692,0.00053,4,47,5,14658,6414.16650390625,9.5,17.9,30,154,29,385,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT124668",43.869,11.731,0.00053,1,30,5,15226,5735.58349609375,6.7,14.7,22,187,20,239,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT127535",43.761,10.701,0.00053,5,38,5,17231,7126.33349609375,14.5,22.4,35,130,31,24,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT260545",39.43,8.701,0.00053,4,147,5,26021,8645.5830078125,13.7,21.2,34,41,55,368,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT201041",41.276,14.028,0.00053,2,54,5,23586,14738.75,13.7,21.2,35,107,40,87,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT264548",39.25,9.486,0.00053,1,63,5,25381,10429,15.9,23.2,32,22,50,196,1,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT118507",44.085,9.943,0.00053,2,66,5,17185,7518.5,14.8,22.1,34,125,36,306,0,"Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT176063",42.059,13.793,0.00053,2,26,5,11527,3786.75,10.8,19,32,154,24,174,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT25500",46.037,8.073,0.00053,2,21,5,10092,2937.25,5,12.8,28,259,17,373,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"IT_NFI","IT159419",42.672,12.916,0.00053,3,73,5,14144,5169.66650390625,8.7,16.8,28,156,24,136,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"Kubota_global","Ashendon_Abott",-32.230228,116.183167,0.02,5,2270,1.7,23353,9823.1669921875,16.8,22.9,47,54,80,118,0,"Mediterranean Forests, Woodlands and Scrub","Australasia","Australasia","Plot"
"Kubota_global","Mundlimup_Abott",-32.33675,116.090469,0.0128,5,1972,1.7,16254,7223.83349609375,16.5,22.3,47,54,78,44,0,"Mediterranean Forests, Woodlands and Scrub","Australasia","Australasia","Plot"
"Kubota_global","Chalk_Abbott",-33.06824,116.117249,0.016,5,1278,1.7,27305,11396.8330078125,15,20.9,50,50,79,72,0,"Mediterranean Forests, Woodlands and Scrub","Australasia","Australasia","Plot"
"Kubota_global","Adam_Plot1_600m",5.583333333,116.5,0.0025,64,270,5,25305,10928,17.2,17.5,85,397,19,303,1,"Montane Grasslands and Shrublands","Indo-Malay","Indo-Malay","Plot"
"Kubota_global","Tinte_Bepo_UF",6.8,-2.008333333,0.0075,35,347,10,23793,11274,25.9,27.2,71,92,54,41,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Kubota_global","Kubota786_Adekunle 2006",9.45,4,0.02,55,318,10,10932,9698.6669921875,26.4,28.6,64,13,85,28,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot"
"Kubota_global","Kubota787_Adekunle 2006",6.833333333,4.375,0.02,53,296,10,19181,7506.58349609375,26.9,28.3,71,66,64,45,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Kubota_global","Kubota788_Adekunle 2006",6.875,5.083333333,0.02,41,230,10,19967,8507,26,27.4,74,68,63,51,0,"Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot"
"Kubota_global","Metema_plot1_Ethiopia",12.940322,36.251587,0.02,19,1080,1.8,8219,7085.5,28.1,29.9,75,0,117,33,0,"Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot"
"Kubota_global","Abergelle_plot1_Ethiopia",14.291001,39.34671,0.018,8,1229,1.8,2793,3478.33325195312,15.6,17.6,70,15,112,376,0,"Montane Grasslands and Shrublands","Afrotropic","Afrotropic","Plot"
"Kubota_global","Linder_1",66.383,22.15,0.001257,3,139,10,7521,2894,-0.6,12.4,23,86,29,21,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_2",66.033,20.266,0.001257,5,363,10,7173,2298.75,-0.4,12.8,23,80,35,33,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_3",65.566,16.133,0.001257,2,194,10,6464,2195.91674804688,0.2,10.5,25,115,28,64,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_5",65.25,19.1,0.001257,3,205,10,5691,2970.25,-0.2,12.5,24,90,33,7,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_6",65.05,18.466,0.001257,5,165,10,7162,2833.08325195312,-0.4,12.2,24,95,34,38,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_7",63.3,17.66,0.001257,5,148,10,7842,2108.25,1.6,13,25,112,25,19,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_9",62.3,15.55,0.001257,8,163,10,8623,2435.25,2.2,13,25,102,33,44,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_10",62.3,15.533,0.001257,5,230,10,8557,2383.83325195312,2.2,13,25,102,34,34,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_11",62.02,15.7166,0.001257,8,249,10,9933,4068.41674804688,2.8,13.6,25,102,32,82,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Linder_12",61.283,15.383,0.001257,7,214,10,8889,2535.5,3.3,14,26,103,33,18,0,"Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot"
"Kubota_global","Kandang_Badak_plot",-6.761272,106.974735,4e-04,10,57,10,30535,12378.8330078125,13,13.4,85,330,46,714,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Kubota_global","Summit_plot_mt_Pangrango",-6.769796,106.964779,4e-04,9,152,10,11672,9107.8330078125,10.3,10.8,86,272,53,470,1,"Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot"
"Kubota_global","Pernambuco_humid_forest",-7.599,-35.444,0.01,120,1390,5,16849,7715.08349609375,23.3,24.6,70,83,58,222,0,"Deserts and Xeric Shrublands","Neotropic","Neotropic","Plot"
"Kubota_global","Pernambuco_dry_forest",-7.5567,-35.204,0.01,79,649,5,13664,5462.25,24.7,25.9,74,89,60,42,0,"Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot"
"Maycock_EU","EU10_Boky_Reserve",48.58,19.02,0.01,11,318,10,13034,5184.25,7.3,16.3,31,141,25,115,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU12_Badinsky_Prales1",48.67,19.03,0.01,6,332,10,12291,4024.33325195312,5.3,14,31,168,28,176,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU13_Dobrocsky_Prales",48.183,19.2,0.01,7,395,10,9296,4074.41674804688,9.3,18.6,31,112,24,50,0,"Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU23_Hroncokovy_Grun",48.716,19.583,0.01,7,274,10,14224,6699.91650390625,5.6,14.4,31,145,33,184,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU24_Stuzica",49.083,22.533,0.01,4,423,10,13068,4959.83349609375,5,14.1,27,146,33,172,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU6_Babia_Gora",49.6,19.483,0.01,5,295,10,10710,3004.41674804688,4.7,13.4,29,171,39,190,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU7_Poreba_Wielka-Koniknki",49.566,20.1,0.01,6,364,10,11262,3334.25,4.2,12.8,29,163,42,212,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU8_Tubacz",49.583,20.1,0.01,3,377,10,11566,3225.91674804688,5,13.7,30,145,44,261,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU5_Kostrza",49.767,20.283,0.01,5,395,10,14128,7096.5,7.2,16.4,29,108,45,141,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU9_Klodne_nad_Dunajcom",49.467,20.45,0.01,7,277,10,13169,5216.91650390625,6,15.1,30,116,44,243,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU4_Baniska_Reserve",49.45,20.617,0.01,5,220,10,11124,5200.25,4.5,13.3,30,146,40,251,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU3_Labowiec_Reserve",49.467,20.833,0.01,6,236,10,11830,3106.58325195312,4.6,13.5,29,149,38,239,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU18_Mala_Ugolka",48.2,23.63,0.01,5,218,10,12356,5768.08349609375,8.4,17.8,29,137,29,209,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU19_Velyka_Ugolka",48.21,23.65,0.01,3,400,10,14258,6214.33349609375,8.3,17.6,29,137,30,238,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU17_Shyrokoluyhankyi",48.3,23.85,0.01,3,383,10,13118,4874.33349609375,5.5,14.5,29,143,35,311,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Maycock_EU","EU20_Ivankyvci",48.17,26.25,0.01,7,340,10,9475,4672.41650390625,8.6,18.8,28,86,47,44,0,"Temperate Conifer Forests","Palearctic","Western Palearctic","Plot"
"Myers_Missouri","Myers_H1",37.97213,-92.75974,5e-04,6,28,2,8226,6101.41650390625,13.5,24.5,33,163,26,91,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H10",37.97941,-92.76202,5e-04,2,31,2,8111,6074.75,13.5,24.6,33,163,26,80,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H11",37.97928,-92.76155,5e-04,4,48,2,8111,6074.75,13.5,24.6,33,163,26,80,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H12",37.96129,-92.76958,5e-04,7,21,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H13",37.96147,-92.76854,5e-04,5,11,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H14",37.96172,-92.76927,5e-04,8,19,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H15",37.95977,-92.77,5e-04,10,32,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H16",37.95953,-92.77102,5e-04,16,63,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H17",37.95813,-92.80068,5e-04,12,94,2,8174,5892.5,13.5,24.7,33,161,26,101,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H18",37.95741,-92.80043,5e-04,10,83,2,8174,5892.5,13.5,24.7,33,161,26,101,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H19",37.95867,-92.8008,5e-04,8,59,2,8129,5998.33349609375,13.5,24.6,33,160,26,92,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H2",37.97239,-92.75896,5e-04,4,23,2,8226,6101.41650390625,13.5,24.5,33,163,26,91,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H20",37.96085,-92.79921,5e-04,17,56,2,8414,6316.5,13.4,24.5,33,163,26,75,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H21",37.96015,-92.79701,5e-04,20,78,2,8414,6316.5,13.4,24.5,33,163,26,75,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H22",37.96061,-92.79603,5e-04,13,54,2,8414,6316.5,13.4,24.5,33,163,26,75,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H23",37.95915,-92.79672,5e-04,12,67,2,8414,6316.5,13.4,24.5,33,163,26,75,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H24",37.95583,-92.79493,5e-04,6,46,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H25",37.95506,-92.79508,5e-04,6,41,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H26",37.95568,-92.79424,5e-04,10,55,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H27",37.95642,-92.79449,5e-04,9,27,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H28",37.95743,-92.79519,5e-04,4,19,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
"Myers_Missouri","Myers_H29",37.95808,-92.79486,5e-04,6,27,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,0,"Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot"
